stimulus,subject_id,word_index,word_index_in_sentence,word_id,word,sentence_index,sentence_id,sentence,fixations_list,fixations_TRT,surprisal
arg_pisacowsmilk_10_page_1,11,0,0.0,arg_pisacowsmilk_10_page_1_0,Laptele,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,"[150, 148]",298,
arg_pisacowsmilk_10_page_1,11,1,1.0,arg_pisacowsmilk_10_page_1_1,de,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,11,2,2.0,arg_pisacowsmilk_10_page_1_2,vacă,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,11,3,3.0,arg_pisacowsmilk_10_page_1_3,-,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,11,4,4.0,arg_pisacowsmilk_10_page_1_4,Introducere,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,"[212, 129]",341,
arg_pisacowsmilk_10_page_1,11,5,0.0,arg_pisacowsmilk_10_page_1_5,În,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[166],166,
arg_pisacowsmilk_10_page_1,11,6,1.0,arg_pisacowsmilk_10_page_1_6,anumite,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[190],190,
arg_pisacowsmilk_10_page_1,11,7,2.0,arg_pisacowsmilk_10_page_1_7,"locuri,",1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[219],219,
arg_pisacowsmilk_10_page_1,11,8,3.0,arg_pisacowsmilk_10_page_1_8,precum,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[243],243,
arg_pisacowsmilk_10_page_1,11,9,4.0,arg_pisacowsmilk_10_page_1_9,Statele,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[200],200,
arg_pisacowsmilk_10_page_1,11,10,5.0,arg_pisacowsmilk_10_page_1_10,"Unite,",1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[178],178,
arg_pisacowsmilk_10_page_1,11,11,6.0,arg_pisacowsmilk_10_page_1_11,a,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[140],140,
arg_pisacowsmilk_10_page_1,11,12,7.0,arg_pisacowsmilk_10_page_1_12,bea,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[185],185,
arg_pisacowsmilk_10_page_1,11,13,8.0,arg_pisacowsmilk_10_page_1_13,lapte,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[162],162,
