stimulus,subject_id,word_index,word_index_in_sentence,word_id,word,sentence_index,sentence_id,sentence,fixations_list,fixations_TRT,surprisal
arg_pisacowsmilk_10_page_1,9,0,0.0,arg_pisacowsmilk_10_page_1_0,Laptele,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[120],120,
arg_pisacowsmilk_10_page_1,9,1,1.0,arg_pisacowsmilk_10_page_1_1,de,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,9,2,2.0,arg_pisacowsmilk_10_page_1_2,vacă,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,9,3,3.0,arg_pisacowsmilk_10_page_1_3,-,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,9,4,4.0,arg_pisacowsmilk_10_page_1_4,Introducere,0.0,arg_pisacowsmilk_10_page_1_0,Laptele de vacă - Introducere,[],0,
arg_pisacowsmilk_10_page_1,9,5,0.0,arg_pisacowsmilk_10_page_1_5,În,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,6,1.0,arg_pisacowsmilk_10_page_1_6,anumite,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,7,2.0,arg_pisacowsmilk_10_page_1_7,"locuri,",1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,8,3.0,arg_pisacowsmilk_10_page_1_8,precum,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,9,4.0,arg_pisacowsmilk_10_page_1_9,Statele,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,10,5.0,arg_pisacowsmilk_10_page_1_10,"Unite,",1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[229],229,
arg_pisacowsmilk_10_page_1,9,11,6.0,arg_pisacowsmilk_10_page_1_11,a,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,12,7.0,arg_pisacowsmilk_10_page_1_12,bea,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,13,8.0,arg_pisacowsmilk_10_page_1_13,lapte,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,14,9.0,arg_pisacowsmilk_10_page_1_14,de,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,15,10.0,arg_pisacowsmilk_10_page_1_15,vacă,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,16,11.0,arg_pisacowsmilk_10_page_1_16,este,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,17,12.0,arg_pisacowsmilk_10_page_1_17,ceva,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[],0,
arg_pisacowsmilk_10_page_1,9,18,13.0,arg_pisacowsmilk_10_page_1_18,firesc.,1.0,arg_pisacowsmilk_10_page_1_1,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",[136],136,
arg_pisacowsmilk_10_page_1,9,19,0.0,arg_pisacowsmilk_10_page_1_19,Imaginează-ți,2.0,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,[228],228,
arg_pisacowsmilk_10_page_1,9,20,1.0,arg_pisacowsmilk_10_page_1_20,că,2.0,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,[],0,
arg_pisacowsmilk_10_page_1,9,21,2.0,arg_pisacowsmilk_10_page_1_21,trei,2.0,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,[],0,
arg_pisacowsmilk_10_page_1,9,22,3.0,arg_pisacowsmilk_10_page_1_22,tineri:,2.0,arg_pisacowsmilk_10_page_1_2,Imaginează-ți că trei tineri:,[],0,
arg_pisacowsmilk_10_page_1,9,23,0.0,arg_pisacowsmilk_10_page_1_23,"Ana,",3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,24,1.0,arg_pisacowsmilk_10_page_1_24,Chris,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[192],192,
arg_pisacowsmilk_10_page_1,9,25,2.0,arg_pisacowsmilk_10_page_1_25,și,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[137],137,
arg_pisacowsmilk_10_page_1,9,26,3.0,arg_pisacowsmilk_10_page_1_26,Sam,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,27,4.0,arg_pisacowsmilk_10_page_1_27,sunt,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[113],113,
arg_pisacowsmilk_10_page_1,9,28,5.0,arg_pisacowsmilk_10_page_1_28,la,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,29,6.0,arg_pisacowsmilk_10_page_1_29,o,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,30,7.0,arg_pisacowsmilk_10_page_1_30,cafenea,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[169],169,
arg_pisacowsmilk_10_page_1,9,31,8.0,arg_pisacowsmilk_10_page_1_31,în,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,32,9.0,arg_pisacowsmilk_10_page_1_32,SUA.,3.0,arg_pisacowsmilk_10_page_1_3,"Ana, Chris și Sam sunt la o cafenea în SUA.",[],0,
arg_pisacowsmilk_10_page_1,9,33,0.0,arg_pisacowsmilk_10_page_1_33,Proprietarul,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,34,1.0,arg_pisacowsmilk_10_page_1_34,a,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,35,2.0,arg_pisacowsmilk_10_page_1_35,lipit,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,36,3.0,arg_pisacowsmilk_10_page_1_36,de,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,37,4.0,arg_pisacowsmilk_10_page_1_37,curând,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,38,5.0,arg_pisacowsmilk_10_page_1_38,un,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,39,6.0,arg_pisacowsmilk_10_page_1_39,anunț,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,40,7.0,arg_pisacowsmilk_10_page_1_40,în,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,41,8.0,arg_pisacowsmilk_10_page_1_41,vitrină,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[159],159,
arg_pisacowsmilk_10_page_1,9,42,9.0,arg_pisacowsmilk_10_page_1_42,care,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,43,10.0,arg_pisacowsmilk_10_page_1_43,spune:,4.0,arg_pisacowsmilk_10_page_1_4,Proprietarul a lipit de curând un anunț în vitrină care spune:,[],0,
arg_pisacowsmilk_10_page_1,9,44,0.0,arg_pisacowsmilk_10_page_1_44,„Începând,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[273],273,
arg_pisacowsmilk_10_page_1,9,45,1.0,arg_pisacowsmilk_10_page_1_45,cu,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,46,2.0,arg_pisacowsmilk_10_page_1_46,5,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,47,3.0,arg_pisacowsmilk_10_page_1_47,aprilie,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,48,4.0,arg_pisacowsmilk_10_page_1_48,nu,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,49,5.0,arg_pisacowsmilk_10_page_1_49,vom,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[127],127,
arg_pisacowsmilk_10_page_1,9,50,6.0,arg_pisacowsmilk_10_page_1_50,mai,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[116],116,
arg_pisacowsmilk_10_page_1,9,51,7.0,arg_pisacowsmilk_10_page_1_51,servi,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,52,8.0,arg_pisacowsmilk_10_page_1_52,lapte,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,53,9.0,arg_pisacowsmilk_10_page_1_53,de,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,[],0,
arg_pisacowsmilk_10_page_1,9,54,10.0,arg_pisacowsmilk_10_page_1_54,vacă.,5.0,arg_pisacowsmilk_10_page_1_5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,"[203, 141, 100]",444,
arg_pisacowsmilk_10_page_1,9,55,0.0,arg_pisacowsmilk_10_page_1_55,Vă,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,56,1.0,arg_pisacowsmilk_10_page_1_56,putem,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[180],180,
arg_pisacowsmilk_10_page_1,9,57,2.0,arg_pisacowsmilk_10_page_1_57,oferi,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,58,3.0,arg_pisacowsmilk_10_page_1_58,un,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,59,4.0,arg_pisacowsmilk_10_page_1_59,înlocuitor,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[260],260,
arg_pisacowsmilk_10_page_1,9,60,5.0,arg_pisacowsmilk_10_page_1_60,pe,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,61,6.0,arg_pisacowsmilk_10_page_1_61,bază,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,62,7.0,arg_pisacowsmilk_10_page_1_62,de,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,63,8.0,arg_pisacowsmilk_10_page_1_63,soia.”,6.0,arg_pisacowsmilk_10_page_1_6,Vă putem oferi un înlocuitor pe bază de soia.”,[],0,
arg_pisacowsmilk_10_page_1,9,64,0.0,arg_pisacowsmilk_10_page_1_64,"Ana,",7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,65,1.0,arg_pisacowsmilk_10_page_1_65,Chris,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,66,2.0,arg_pisacowsmilk_10_page_1_66,și,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,67,3.0,arg_pisacowsmilk_10_page_1_67,Sam,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,68,4.0,arg_pisacowsmilk_10_page_1_68,sunt,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,69,5.0,arg_pisacowsmilk_10_page_1_69,curioși,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[173],173,
arg_pisacowsmilk_10_page_1,9,70,6.0,arg_pisacowsmilk_10_page_1_70,în,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,71,7.0,arg_pisacowsmilk_10_page_1_71,legătură,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,72,8.0,arg_pisacowsmilk_10_page_1_72,cu,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,73,9.0,arg_pisacowsmilk_10_page_1_73,această,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,74,10.0,arg_pisacowsmilk_10_page_1_74,decizie.,7.0,arg_pisacowsmilk_10_page_1_7,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",[],0,
arg_pisacowsmilk_10_page_1,9,75,0.0,arg_pisacowsmilk_10_page_1_75,"Așadar,",8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,76,1.0,arg_pisacowsmilk_10_page_1_76,Ana,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,77,2.0,arg_pisacowsmilk_10_page_1_77,dă,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,78,3.0,arg_pisacowsmilk_10_page_1_78,o,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,79,4.0,arg_pisacowsmilk_10_page_1_79,căutare,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[170],170,
arg_pisacowsmilk_10_page_1,9,80,5.0,arg_pisacowsmilk_10_page_1_80,pe,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,81,6.0,arg_pisacowsmilk_10_page_1_81,smartphone,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[258],258,
arg_pisacowsmilk_10_page_1,9,82,7.0,arg_pisacowsmilk_10_page_1_82,pentru,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,83,8.0,arg_pisacowsmilk_10_page_1_83,„lapte,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.","[186, 130, 147]",463,
arg_pisacowsmilk_10_page_1,9,84,9.0,arg_pisacowsmilk_10_page_1_84,de,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[],0,
arg_pisacowsmilk_10_page_1,9,85,10.0,arg_pisacowsmilk_10_page_1_85,vacă”.,8.0,arg_pisacowsmilk_10_page_1_8,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",[165],165,
arg_pisacowsmilk_10_page_1,9,86,0.0,arg_pisacowsmilk_10_page_1_86,Cei,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,9,87,1.0,arg_pisacowsmilk_10_page_1_87,trei,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[186],186,
arg_pisacowsmilk_10_page_1,9,88,2.0,arg_pisacowsmilk_10_page_1_88,citesc,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[233],233,
arg_pisacowsmilk_10_page_1,9,89,3.0,arg_pisacowsmilk_10_page_1_89,primul,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,"[183, 129]",312,
arg_pisacowsmilk_10_page_1,9,90,4.0,arg_pisacowsmilk_10_page_1_90,rezultat,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[145],145,
arg_pisacowsmilk_10_page_1,9,91,5.0,arg_pisacowsmilk_10_page_1_91,și,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,9,92,6.0,arg_pisacowsmilk_10_page_1_92,îl,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[],0,
arg_pisacowsmilk_10_page_1,9,93,7.0,arg_pisacowsmilk_10_page_1_93,discută.,9.0,arg_pisacowsmilk_10_page_1_9,Cei trei citesc primul rezultat și îl discută.,[188],188,
arg_pisacowsmilk_10_page_10,9,0,0.0,arg_pisacowsmilk_10_page_10_0,Ministerul,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,9,1,1.0,arg_pisacowsmilk_10_page_10_1,"Agriculturii,",0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,9,2,2.0,arg_pisacowsmilk_10_page_10_2,Consiliul,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,9,3,3.0,arg_pisacowsmilk_10_page_10_3,Produselor,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.","[167, 158]",325,
arg_pisacowsmilk_10_page_10,9,4,4.0,arg_pisacowsmilk_10_page_10_4,Lactate,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[201],201,
arg_pisacowsmilk_10_page_10,9,5,5.0,arg_pisacowsmilk_10_page_10_5,și,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[],0,
arg_pisacowsmilk_10_page_10,9,6,6.0,arg_pisacowsmilk_10_page_10_6,Unitatea,0.0,arg_pisacowsmilk_10_page_10_0,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",[157],157,
